czone,exposure_1990_2000,exposure_2000_2007,instrument_1990_2000,instrument_2000_2007
20100,2.6689237532219328,2.4227461643079526,1.7644884325430343,3.136700510825061
20200,1.4267552552862472,3.045422140625251,1.3984751143283136,5.293261486029193
20301,1.80246424647713,5.29843688907379,2.270383319063948,3.054195964004044
20302,2.415666234584409,3.630242873942524,1.4984770811934764,3.4454023509788407
20401,2.591957220115979,4.9909296369915985,2.452084078384201,4.993054658378279
20402,0.004894103912170699,0.08970238403337914,0.015101174533987837,0.024658528543365525
20403,0.03612201314297181,0.07777416097837886,0.35017954714164173,0.07742080132896742
20500,1.5547979521928157,2.7897906691368126,1.3962943357553959,3.4984264439495267
20600,1.866169286357595,5.284608134206839,2.213720849980778,4.527967295731584
20700,1.615703982727723,2.3251499906783066,1.240663329120983,2.797159705174026
20800,3.402633770810215,6.35623016494908,2.0518460278478146,5.8533474576983995
20901,1.2713091160922831,2.3891337404756285,1.2036632498559878,2.629319017687012
20902,0.7009627455619909,1.8045993758247343,1.1283537274777942,1.9868674775652044
21001,1.2312906100961147,4.908369489007701,1.1803099041571208,2.6940565303564465
21002,0.20229044637869403,0.9519182667750468,0.46141689489628684,0.8792446450554031
21003,0.26242878833372174,5.6851347922175375,0.5851617659473302,0.7326117011878353
21004,0.41547355227523985,0.7324944424004798,0.2817823129528247,0.60766569594042
21101,0.7622735675361506,3.054334395764248,0.7972794932965755,1.80036842501728
21102,0.8500036511515595,6.712107256931413,0.9034368903473834,4.116673479590222
21201,8.387462913970912,16.66255147750733,1.9351337650466938,14.10264049205821
21202,0.8865190005351151,3.9541284566614165,1.2932982566369193,4.115824203198031
21301,0.988732503499436,3.365037420155456,1.1061126511886727,2.631545545102405
21302,1.749288081723653,7.525899620839921,0.8987039577669343,7.176281148325765
21400,0.7904409334186211,2.102913322631415,1.859121464351195,2.2021293530818906
21501,1.0398490856121445,1.840758381665061,0.9576314069106417,2.5533608609328633
21502,0.7100087442150405,1.8133955748321489,0.3367453696087747,0.6945952316647406
21600,0.6329270095526285,2.026867970792188,0.4712059513682634,1.3766207564721566
21701,7.6600705495355115,7.375169336737671,2.082152984652707,4.512769316765315
21702,0.8039671043858753,1.692202997226145,0.6116708798785768,1.2686821053830653
21801,2.314927084414053,2.2600978760992927,0.2598071537941575,3.9656644642897594
21802,0.3211171150812141,1.238753044579864,0.2678791718857888,1.2440152199075578
21900,0.8497124777168579,3.608974666784646,1.2816572574445868,4.506366984609858
22001,0.5810245535202406,2.2619369850421633,0.25136510872750734,1.5504192397423633
22002,2.878645163227947,3.0231846310173136,0.7108850073706682,5.808472205423867
22100,0.7668140357760203,2.2206319858880925,0.6843378902262347,1.6968667789463865
22200,0.774618337349469,4.306804378379771,1.071919032103414,8.560997405501656
22300,0.49155097382148466,2.384831033316713,0.40053619020818004,2.4241110232666547
22400,1.4744148991099315,4.0841004530074905,0.8160614497294334,3.310821754330825
22500,1.100564978627383,2.8700456384153195,0.7666401610710781,2.4456685427713585
22601,0.4285909533074106,7.40112049666421,0.33499127749970153,4.004865346023432
22602,0.6053790223284474,2.815885959908664,1.740956602099011,1.3863533105203427
22700,0.9554757368427936,2.4472778897417973,0.6352241269071558,1.8485207057970194
22800,2.1208396062275887,7.702529799751041,0.529351487975009,6.525233148257895
22900,2.700387162737558,2.40272466040653,1.4131805690417012,3.6671640542254154
23000,2.7391464698937007,8.944652340572524,1.147351433848871,4.0985493607403205
23100,0.6993088915795522,1.5388585534439667,0.3716069487168225,1.2486610614185611
23200,4.490335092956056,2.534758661835923,0.9122854150021332,6.480945686982541
23301,1.549662542059694,3.4929073676947353,2.4248013640841277,2.797765205876157
23302,1.0030394586097369,3.622716119589963,0.7616582868347639,3.0541627064350205
23400,1.4851685381030992,1.02133945636658,1.2624839314760155,3.4811545727651048
23500,0.7024138117529041,2.5954477014365707,0.13960904970133728,2.447031395969232
23600,1.2303950699743755,5.134580017151588,0.9515895284815754,4.405068412147755
23700,1.1608487397620173,2.335773844972853,0.5577949270060628,3.4930789917694884
23801,1.2015784001993,1.2110338570792782,0.6118498623758056,1.6050175802065705
23802,0.6046347527555578,2.496835249938759,0.5811027084484345,2.738547170762245
23900,0.5300328434839094,1.764804435225906,0.35879143676946706,2.013375874781421
24000,1.461565523042517,2.939606864812991,0.9127519666874488,2.8784595165747313
24100,1.1709411844484108,2.9297209221009957,0.8199564912280765,2.525184046952217
24200,1.002858569875763,1.24654424214713,1.22599512443882,1.8515191155250426
24300,1.1836959916974645,2.9310268532652604,0.996218806153729,2.757341577130857
24400,1.9540767216703538,5.096434701601296,1.1865690515554903,5.495363747086953
24500,4.17076523755962,1.628470666199259,2.5178333094327283,4.277115561751057
24600,5.6276463254319316,3.7798659895440783,2.0009233212591857,4.770791958215925
24701,0.8003791144875786,1.5282539356832625,0.6860722359604535,1.6783937199677381
24702,7.13445105993655,3.381309620915951,1.8533244978720138,8.612309269655212
24801,1.2328479408088573,1.3370275398801823,0.6492484849113624,2.7227709654967445
24802,0.19099799790830244,0.7164002420268188,0.1423922783215272,0.4231401497318136
24900,0.4826235575598561,2.625106191179957,0.675969630995894,2.6322464644429546
25000,0.6826024362115982,5.707820697996842,0.4644445533578631,4.061432611854556
25101,1.417209183957383,7.670271590475732,2.740107918450955,3.540680716356458
25102,9.311746701314693,5.069282769410068,3.3378618803417086,5.942660326461708
25103,0.7138488588603862,1.6742556215424897,1.9377417610029348,1.5982709368752728
25104,3.1860508558386393,7.428795630057883,2.659045790434395,6.540038902323135
25105,0.5740680660550979,1.9914035041459297,1.2576788343754035,2.602389353991208
25200,0.7193058614802371,1.7633996631290725,1.19455977677328,2.6212301021943754
25300,4.407405227424787,8.765476272607366,2.77056358148339,6.325794037665755
25401,1.7410781811241067,2.827102442642107,1.1046603309854517,6.037990991798452
25402,25.405270328357442,43.08460428680852,7.0041156337519634,28.65516011053555
25500,0.7541014507893385,3.904607040433348,0.7843541806735533,1.8592363527276796
25601,0.8500129579235175,0.9082766674392826,0.6370192972824965,1.7774924184914809
25602,0.3157934783886082,1.0556750054909767,0.0886344599871336,0.5823745729739471
25701,3.372528448487279,2.99449917804111,1.8069746328213763,3.551701954443742
25702,1.0708706057930406,3.5476110491232915,1.2197521595708671,2.025886517208469
25800,3.3559516802197544,6.5824473950942775,1.6004021973093385,4.860756124589578
25900,5.675817437144824,5.750013614686591,2.2455075665797826,5.840286120502835
26001,0.6448941662325799,2.2889930891916777,0.5850949725958622,1.9862650828346171
26002,0.40769678966668277,0.9227646177948566,0.30902331416389944,0.7451133486238402
26003,0.05042000862886198,0.07163115576921493,0.039753776285928036,0.06524539685675076
26004,1.7084979034282335,1.5332570373748566,1.9194809558888437,2.034275750541781
26101,1.4676648632945917,2.41306802655637,2.562369613988393,2.2643192143806448
